,комнаты,площадь,жилая площадь,площадь кухни,этаж,этажей в доме,год постройки,экология_1,экология_2,экология_3,социальные_1,социальные_2,социальные_3,здравоохранение_1,здравоохранение_2,магазины_1,магазины_2,цена,здравоохранение_1_y,здравоохранение_2_y,магазины_1_y,магазины_2_y,цена_y
3112,3.0,66.10314606848678,45.08249108252971,9.0,8,12.0,1970,0.333891544,B,B,30,6564,1,,0,0,B,263815.45371426287,,0.0,0.0,B,263815.45371426287
3113,1.0,38.17827735647398,0.3706194194766937,0.0,19,17.0,2016,0.006076152,B,B,30,5285,0,645.0,6,6,B,105134.28699422268,,,,,
3114,2.0,55.89639366385681,31.72648597209092,9.0,9,17.0,2006,0.371148999,B,B,34,7065,1,750.0,2,5,B,241131.73387999448,750.0,2.0,5.0,B,241131.73387999448
3115,2.0,51.99232584179184,31.147559539059824,7.0,15,16.0,1988,0.1363303,B,B,30,6141,10,262.0,3,6,B,411838.4004820876,262.0,3.0,6.0,B,411838.4004820876
3116,3.0,76.74919301269797,,1.0,7,17.0,2017,0.243204519,B,B,5,1564,0,540.0,0,0,B,205048.51231882788,,,,,
3117,2.0,65.4848893020894,,1.0,15,17.0,1977,0.371148999,B,B,34,7065,1,750.0,2,5,B,179831.13662134274,,,,,
3118,1.0,40.04401639324673,22.012361065589342,7.0,16,17.0,2011,0.458174486,B,A,26,4439,1,1130.0,1,5,B,101530.29698252404,,,,,
3119,3.0,86.39225746235792,84.0582440854725,1.0,6,6.0,2017,0.161531741,B,B,25,5648,1,30.0,2,4,B,235852.74664220968,30.0,2.0,4.0,B,235852.74664220968
3120,1.0,54.6199388438421,50.98933705851104,1.0,5,9.0,1977,0.43788524,B,B,23,5735,3,1084.0,0,5,B,105815.22850409904,,,,,
3121,3.0,120.89073090976008,120.96832449490694,1.0,7,1.0,2015,0.006076152,B,B,30,5285,0,645.0,6,6,B,621002.9126791923,645.0,6.0,6.0,B,621002.9126791923
3122,1.0,42.64053565821945,,1.0,8,17.0,1977,0.371148999,B,B,34,7065,1,750.0,2,5,B,161435.8481284062,,,,,
3123,1.0,40.46922408213322,37.06196021120481,10.0,19,20.0,2017,0.041124634,B,B,46,9515,5,,1,10,B,240710.8601978821,,1.0,10.0,B,240710.8601978821
3124,1.0,60.89093137456424,45.76851224524213,11.0,13,32.0,2011,0.236108458,B,B,16,3893,27,,3,10,B,227510.0337622088,,3.0,10.0,B,227510.0337622088
3125,1.0,80.60624598876178,25.29959196638125,29.0,6,40.0,2014,0.151346216,B,A,32,5889,10,830.0,4,1,B,460492.010947154,830.0,4.0,1.0,B,460492.010947154
3126,3.0,72.2289756794845,50.42338755319789,7.0,4,8.0,1957,0.081943463,B,B,20,2738,20,,1,4,B,487300.56135054975,,1.0,4.0,B,487300.56135054975
3127,1.0,36.99886913653765,23.075780892656013,9.0,11,14.0,1976,0.033493708,B,B,66,10573,1,1322.0,3,8,B,158796.50421893757,,,,,
3128,3.0,75.95975594334428,52.21062206129066,9.0,7,5.0,1959,0.037316452,B,B,32,6748,93,562.0,4,10,B,455932.1946330631,562.0,4.0,10.0,B,455932.1946330631
3129,2.0,46.34459317506156,30.15741369652677,6.0,3,9.0,1973,0.188783766,B,B,31,6137,4,,0,1,B,183698.04949245555,,,,,
3130,1.0,44.54515308235976,,1.0,5,25.0,1977,0.075778755,B,B,6,1437,3,,0,2,B,115889.560863203,,,,,
3131,1.0,34.25769299671457,14.423436069659768,10.0,7,25.0,2014,0.072157581,B,B,2,629,1,,0,0,A,108396.29737905598,,,,,
3132,2.0,43.33790402839061,27.16991997253871,5.0,6,5.0,1964,0.319809354,B,B,25,4756,16,2857.0,5,8,B,176210.8123341811,,,,,
3133,1.0,36.99171559572844,22.4588339044038,6.0,9,9.0,1970,0.050755569,B,B,24,5469,1,145.0,0,1,B,171624.05003472522,,,,,
3134,1.0,39.62377956415092,20.557162973375743,9.0,12,12.0,1970,0.006076152,B,B,30,5285,0,645.0,6,6,B,160821.05077357093,,,,,
3135,3.0,81.74094383674156,51.205032683998105,8.0,15,14.0,1993,0.0,B,B,27,4798,0,30.0,2,8,B,313758.0665927413,30.0,2.0,8.0,B,313758.0665927413
3136,3.0,95.2101094940806,95.03823642733325,1.0,18,1.0,2014,0.041124634,B,B,46,9515,5,,1,10,B,477900.3711537622,,1.0,10.0,B,477900.3711537622
3137,3.0,70.50180794856625,47.23414493255998,7.0,3,9.0,1973,0.049637257,B,B,34,7759,0,229.0,1,3,B,349269.0533178617,229.0,1.0,3.0,B,349269.0533178617
3138,2.0,56.25872978113475,32.79451764686881,8.0,9,14.0,1991,0.161531741,B,B,25,5648,1,30.0,2,4,B,182107.8645990333,,,,,
3139,2.0,48.36419925777156,32.75258610852853,5.0,8,9.0,1969,0.049637257,B,B,34,7759,0,229.0,1,3,B,235038.0514041409,229.0,1.0,3.0,B,235038.0514041409
3140,2.0,55.74244882282113,32.70495912497384,8.0,6,14.0,1993,0.136244425,B,B,11,2370,0,,0,1,B,184561.20324214108,,,,,
3141,3.0,76.38684715191167,44.05884397594525,8.0,7,10.0,2001,0.194489265,B,B,47,8004,3,125.0,3,5,B,200106.66965949367,,,,,
3142,3.0,119.36021612377216,68.14859759885246,14.0,12,11.0,2000,0.069753361,B,B,53,13670,4,,1,11,B,595348.3058066913,,1.0,11.0,B,595348.3058066913
3143,3.0,88.05292944404337,,1.0,11,1.0,1977,0.161531741,B,B,25,5648,1,30.0,2,4,B,240704.6179701105,30.0,2.0,4.0,B,240704.6179701105
3144,1.0,42.668984844443656,20.041349657779435,10.0,16,22.0,1986,0.0,B,B,30,5562,0,,0,5,A,156540.703714192,,,,,
3145,1.0,41.88430037718416,22.8365622287152,8.0,7,14.0,1998,0.090799103,B,B,74,19083,2,,5,15,B,215556.50167604297,,5.0,15.0,B,215556.50167604297
3146,3.0,74.11648651286534,47.31994289438159,10.0,6,16.0,1976,0.100455735,B,B,43,7227,0,,1,6,A,323403.4769611881,,1.0,6.0,A,323403.4769611881
3147,2.0,59.03156582704637,36.37292653581369,10.0,20,22.0,2002,0.069660344,B,B,31,6119,4,,1,2,B,286692.0349498658,,1.0,2.0,B,286692.0349498658
3148,1.0,38.148586913841264,20.495354144219608,9.0,2,12.0,1972,0.036122292,B,B,24,4378,0,1036.0,1,1,B,181917.6394134863,,,,,
3149,2.0,58.658902954335936,55.76169679223337,1.0,11,14.0,2015,0.011654127,B,B,4,915,0,,0,0,B,139528.53670772124,,,,,
3150,3.0,70.73322665678843,41.16156167396692,8.0,7,16.0,1988,0.175054867,B,B,36,10055,3,,1,0,B,293973.84543427767,,1.0,0.0,B,293973.84543427767
3151,2.0,66.67957791873144,,1.0,15,17.0,1977,0.195781053,B,B,23,5212,6,,3,2,B,192084.1151677729,,,,,
3152,3.0,58.30884499704958,42.1630854769592,6.0,2,9.0,1968,0.265088676,B,B,37,5288,0,1937.0,3,2,B,225284.70023519956,1937.0,3.0,2.0,B,225284.70023519956
3153,1.0,34.9244066528689,24.542790080567592,5.0,4,5.0,1965,0.111627393,B,B,50,12238,8,1970.0,2,3,B,174918.16637485664,,,,,
3154,3.0,69.66555446669749,47.55507408836035,7.0,12,16.0,1997,0.21843974,B,B,21,4472,6,1450.0,4,7,A,326766.6064840736,1450.0,4.0,7.0,A,326766.6064840736
3155,2.0,50.00384579898072,33.95112287351387,7.0,6,8.0,1968,0.460556389,B,B,20,4386,14,,1,5,B,236550.81492953547,,1.0,5.0,B,236550.81492953547
3156,3.0,65.1172141378549,43.05204435710797,10.0,1,12.0,1976,0.050900058,B,B,43,10621,1,30.0,2,3,B,229847.41319314943,30.0,2.0,3.0,B,229847.41319314943
3157,1.0,52.39801535048071,,14.0,7,17.0,1977,0.072157581,B,B,2,629,1,,0,0,A,128808.3538991708,,,,,
3158,1.0,30.493932060451087,,1.0,5,22.0,1977,0.211401214,B,B,9,1892,0,,0,1,B,77007.28746158438,,,,,
3159,4.0,101.3922977004168,66.60004669642153,10.0,17,22.0,1998,0.089039719,B,B,33,7976,5,,0,11,B,559215.4460053578,,0.0,11.0,B,559215.4460053578
3160,4.0,107.8342255926294,66.56494977977945,11.0,18,23.0,2008,0.333891544,B,B,30,6564,1,,0,0,B,480951.9127875829,,0.0,0.0,B,480951.9127875829
3161,3.0,77.56426971396617,49.6881514316961,10.0,5,17.0,1996,0.069753361,B,B,53,13670,4,,1,11,B,288857.6730449872,,1.0,11.0,B,288857.6730449872
3162,3.0,68.09192746886959,68.7565552127917,1.0,8,9.0,2016,0.034656082,B,B,0,168,0,,0,0,B,126038.0169763896,,,,,
3163,1.0,32.6771905510438,22.5942999007876,5.0,1,5.0,1969,0.0,B,B,47,11319,0,1145.0,3,5,B,143319.18056823374,,,,,
3164,2.0,56.4530233617355,34.289037868446336,9.0,7,16.0,1979,0.101872465,B,B,23,4583,3,,3,3,B,114654.37192562496,,,,,
3165,2.0,55.59567697721554,,1.0,15,17.0,1977,0.011654127,B,B,4,915,0,,0,0,B,147765.7705894851,,,,,
3166,2.0,73.14457747602769,42.87973605237269,12.0,2,9.0,1948,0.081943463,B,B,20,2738,20,,1,4,B,508126.27895490616,,1.0,4.0,B,508126.27895490616
3167,2.0,65.22324588568385,,1.0,2,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B,197724.4371297783,,,,,
3168,1.0,41.28269557891725,24.008875043974065,8.0,3,25.0,2009,0.101872465,B,B,23,4583,3,,3,3,B,199345.3249178708,,,,,
3169,2.0,80.70980366490359,80.76290901030406,1.0,7,1.0,2017,0.006076152,B,B,30,5285,0,645.0,6,6,B,448123.2947562858,645.0,6.0,6.0,B,448123.2947562858
3170,2.0,43.84373339716026,31.84302314611768,5.0,4,5.0,1962,0.188783766,B,B,31,6137,4,,0,1,B,217071.6274316072,,0.0,1.0,B,217071.6274316072
3171,2.0,57.12666260022032,40.26509978718256,10.0,11,24.0,2020,0.049637257,B,B,34,7759,0,229.0,1,3,B,263206.2231518417,229.0,1.0,3.0,B,263206.2231518417
3172,1.0,39.988848824905936,2.835969409034949,1.0,16,19.0,2018,0.211401214,B,B,9,1892,0,,0,1,B,99605.70289535492,,,,,
3173,1.0,39.78195453621519,19.435346101352348,9.0,14,12.0,1969,0.307466659,B,A,30,5048,9,325.0,2,5,B,169333.5333558262,,,,,
3174,3.0,79.6434120483278,,12.0,8,0.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B,224767.94537253867,540.0,0.0,0.0,B,224767.94537253867
3175,1.0,43.17225613408544,22.441285524527263,10.0,12,24.0,2009,0.158249043,B,B,21,5731,0,,1,0,B,176570.57265425753,,,,,
3176,1.0,42.30014794025119,22.61726287267133,8.0,8,14.0,1987,0.118537385,B,B,30,6207,1,1183.0,1,0,B,192360.07230913648,,,,,
3177,1.0,40.09075455020088,22.393898211263423,8.0,6,16.0,1980,0.093442564,B,B,23,4635,5,3300.0,2,4,B,145941.55533360448,,,,,
3178,1.0,39.057706531176535,22.07351471435537,9.0,9,12.0,1973,0.049637257,B,B,34,7759,0,229.0,1,3,B,215809.4676597896,229.0,1.0,3.0,B,215809.4676597896
3179,2.0,64.64153746674799,62.27478002238077,1.0,14,17.0,2018,0.075778755,B,B,6,1437,3,,0,2,B,168945.2668037612,,,,,
3180,2.0,67.29056170192058,,0.0,21,24.0,1977,0.007122317,B,B,1,264,0,,0,1,B,218830.2784405304,,0.0,1.0,B,218830.2784405304
3181,3.0,59.7014390127834,37.69098880196962,7.0,2,16.0,1976,0.307466659,B,A,30,5048,9,325.0,2,5,B,260402.1788236221,325.0,2.0,5.0,B,260402.1788236221
3182,4.0,155.93002308219886,76.83129273788872,15.0,6,22.0,2012,0.111627393,B,B,50,12238,8,1970.0,2,3,B,559886.9653484939,1970.0,2.0,3.0,B,559886.9653484939
3183,2.0,46.350558045736506,31.191641914119945,6.0,6,9.0,1974,0.100455735,B,B,43,7227,0,,1,6,A,214473.3717392301,,1.0,6.0,A,214473.3717392301
3184,3.0,75.41715891098745,,1.0,17,24.0,2015,0.0,B,B,47,11319,0,1145.0,3,5,B,424047.7111275685,1145.0,3.0,5.0,B,424047.7111275685
3185,1.0,38.72607306537846,23.2031390064024,9.0,12,12.0,1972,0.309479124,B,B,35,7715,4,990.0,0,6,B,153912.04450356893,,,,,
3186,1.0,37.277387583900975,19.60147140429305,9.0,7,9.0,1973,0.428825818,B,B,25,5011,8,730.0,0,2,B,147647.0075857701,,,,,
3187,2.0,66.31067155756256,61.14248117877764,11.0,23,25.0,2017,0.069753361,B,B,53,13670,4,,1,11,B,319145.6942494532,,1.0,11.0,B,319145.6942494532
3188,2.0,60.40935243894069,,1.0,3,16.0,1977,0.07542368,B,B,11,3097,0,,0,0,B,106370.05020737225,,,,,
3189,3.0,79.08570907281766,,1.0,4,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B,213692.8305824405,,,,,
3190,1.0,29.60777106377075,12.333579646030982,8.0,17,25.0,1967,0.072157581,B,B,2,629,1,,0,0,A,114320.09826032488,,,,,
3191,2.0,69.48649246957959,32.36727804311382,1.0,11,17.0,1977,0.211401214,B,B,9,1892,0,,0,1,B,150777.87685680017,,,,,
3192,1.0,36.05493222316112,20.91710265957817,7.0,8,22.0,1991,0.136244425,B,B,11,2370,0,,0,1,B,134649.5341631332,,,,,
3193,3.0,68.7469733812953,64.21011808294219,1.0,12,17.0,2017,0.034656082,B,B,0,168,0,,0,0,B,140427.99938011786,,,,,
3194,1.0,40.911546774066814,19.251156079544845,8.0,12,17.0,2016,0.43788524,B,B,23,5735,3,1084.0,0,5,B,158318.38108603648,,,,,
3195,2.0,56.54986647130267,54.61989835704205,1.0,1,3.0,1977,0.005767451,B,B,1,388,0,,0,0,B,87967.95014228488,,,,,
3196,1.0,49.275154827595536,1.377284308972014,1.0,5,1.0,2020,0.072157581,B,B,2,629,1,,0,0,A,135353.8856202234,,,,,
3197,3.0,81.97184957830217,,0.0,9,17.0,1977,0.371148999,B,B,34,7065,1,750.0,2,5,B,189650.906088464,,,,,
3198,2.0,53.8753171524314,30.877428953440127,8.0,3,17.0,1998,0.0,B,B,30,5562,0,,0,5,A,231331.10063784232,,0.0,5.0,A,231331.10063784232
3199,2.0,59.58398487987144,33.312448947726864,12.0,12,12.0,2005,0.158249043,B,B,21,5731,0,,1,0,B,240122.98587675704,,1.0,0.0,B,240122.98587675704
3200,2.0,46.59057746659895,32.229472913714034,6.0,4,5.0,1964,0.006076152,B,B,30,5285,0,645.0,6,6,B,179561.78029487486,,,,,
3201,2.0,65.87759379211921,,1.0,21,1.0,2014,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B,278649.4344224301,1046.0,3.0,23.0,B,278649.4344224301
3202,2.0,68.19281279206815,,1.0,12,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B,250262.08333605263,,0.0,1.0,B,250262.08333605263
3203,1.0,42.4597187542314,18.786261094971515,7.0,4,15.0,2011,0.041116354,B,B,53,14892,4,,1,4,B,165636.15532047168,,,,,
3204,3.0,163.4953334104031,161.5042221827244,12.0,5,3.0,1977,0.014072961,B,B,2,475,0,,0,0,B,207007.9566626949,,,,,
3205,1.0,36.28610357922626,21.44212784573427,6.0,1,9.0,1978,0.300322518,B,B,52,10311,6,,1,9,B,158385.06341416895,,,,,
3206,1.0,33.612695693956645,19.284464205759758,8.0,3,9.0,1965,0.161975568,B,A,31,7010,5,4508.0,3,7,B,167656.6690561749,,,,,
3207,3.0,59.10125838361757,40.219586085148016,5.0,6,5.0,1958,0.034331497,B,B,25,5487,3,,0,4,B,149240.7341107218,,,,,
3208,2.0,62.12529405690521,,0.0,4,25.0,2017,0.069753361,B,B,53,13670,4,,1,11,B,259361.6620324736,,1.0,11.0,B,259361.6620324736
3209,2.0,60.32990308880782,43.31220310291648,6.0,10,9.0,1969,0.265088676,B,B,37,5288,0,1937.0,3,2,B,136864.67901652106,,,,,
3210,2.0,93.12968817500176,59.276199395552645,10.0,18,18.0,2005,0.007658515,B,B,35,7077,56,2301.0,3,19,B,542945.9186567373,2301.0,3.0,19.0,B,542945.9186567373
3211,3.0,78.77844360361523,47.61315761400029,10.0,7,17.0,1994,0.000991363,B,B,33,6783,3,,1,9,B,258770.6243588981,,1.0,9.0,B,258770.6243588981
3212,2.0,46.60629829984026,29.882506514281893,5.0,4,5.0,1960,0.225824954,A,B,41,6558,7,1548.0,3,2,B,195841.34538243077,,,,,
3213,1.0,44.30063227142474,,0.0,6,12.0,1977,0.011654127,B,B,4,915,0,,0,0,B,118327.09061978916,,,,,
3214,3.0,65.80361320331265,42.121573303940025,8.0,2,12.0,1984,0.161975568,B,A,31,7010,5,4508.0,3,7,B,331781.84172596066,4508.0,3.0,7.0,B,331781.84172596066
3215,2.0,47.010009741606616,29.67883337679587,6.0,4,9.0,1976,0.428825818,B,B,25,5011,8,730.0,0,2,B,200924.1545916737,,,,,
3216,3.0,65.48042710292503,44.20499586248472,6.0,6,9.0,1971,0.0006991189999999,B,B,14,3369,24,4129.0,0,3,B,298194.50275338115,4129.0,0.0,3.0,B,298194.50275338115
3217,1.0,38.239481083017786,20.98486292721436,8.0,9,17.0,1991,0.246031548,B,A,22,3151,4,2715.0,3,3,B,169138.8399026381,,,,,
3218,2.0,59.37720315729796,36.97680899177271,10.0,14,16.0,1995,0.033493708,B,B,66,10573,1,1322.0,3,8,B,249031.9749662036,1322.0,3.0,8.0,B,249031.9749662036
3219,1.0,49.462996913984526,1.4171549229560656,1.0,8,15.0,2016,0.041116354,B,B,53,14892,4,,1,4,B,119791.098164449,,,,,
3220,1.0,30.90704469754662,31.698953309940578,10.0,5,17.0,2016,0.034656082,B,B,0,168,0,,0,0,B,66630.7407721021,,,,,
3221,3.0,78.93725310450998,48.01078868942485,12.0,3,12.0,2005,0.158249043,B,B,21,5731,0,,1,0,B,287552.5303003016,,1.0,0.0,B,287552.5303003016
3222,2.0,48.99811866548002,29.39045734924957,5.0,2,5.0,1967,0.212515361,B,B,19,3293,16,628.0,3,7,B,227214.3040523349,628.0,3.0,7.0,B,227214.3040523349
3223,2.0,49.73332455622168,31.50938501797605,6.0,9,9.0,1972,0.313924552,B,B,22,4625,11,3855.0,2,10,B,266085.91356473434,3855.0,2.0,10.0,B,266085.91356473434
3224,3.0,81.20275431738614,,1.0,8,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B,244044.14116421933,,0.0,1.0,B,244044.14116421933
3225,2.0,44.13492132378641,30.50727304879279,6.0,9,9.0,1977,0.282797669,B,B,33,8667,2,,0,6,B,201584.44125536567,,,,,
3226,2.0,52.46646287801794,31.807666941315,8.0,5,12.0,1979,0.101872465,B,B,23,4583,3,,3,3,B,269694.16391909646,,3.0,3.0,B,269694.16391909646
3227,2.0,51.330209313563,,1.0,2,17.0,1977,0.034656082,B,B,0,168,0,,0,0,B,105059.2852248056,,,,,
3228,1.0,42.06935919983341,22.48773930464018,39.0,1,10.0,2010,0.041124634,B,B,46,9515,5,,1,10,B,200021.8351269948,,,,,
3229,3.0,63.855440782735045,38.3065694422156,8.0,7,14.0,1990,0.041365446,B,B,31,5569,0,,1,4,B,223907.2027205969,,1.0,4.0,B,223907.2027205969
3230,3.0,88.48254377404764,,10.0,16,20.0,1977,0.060753049,B,B,15,2787,2,520.0,0,7,B,372468.397635108,520.0,0.0,7.0,B,372468.397635108
3231,1.0,46.7803480452936,43.37082596194478,1.0,7,9.0,1977,0.43788524,B,B,23,5735,3,1084.0,0,5,B,98321.72930645294,,,,,
3232,1.0,41.2054296385011,19.42380806446971,10.0,13,24.0,2004,0.0,B,B,36,6714,2,2672.0,0,2,B,209421.8754062072,,,,,
3233,2.0,63.84000004376331,36.416529856627726,13.0,11,12.0,2007,0.036270089,B,B,6,1318,1,200.0,1,1,B,216218.59189029835,200.0,1.0,1.0,B,216218.59189029835
3234,1.0,36.14149178180565,23.53514092943203,6.0,4,4.0,1961,0.243204519,B,B,5,1564,0,540.0,0,0,B,117188.64222441314,,,,,
3235,2.0,74.41835764301264,70.89391549735325,9.0,15,17.0,2003,0.111627393,B,B,50,12238,8,1970.0,2,3,B,538574.775414695,1970.0,2.0,3.0,B,538574.775414695
3236,2.0,63.26295857020536,,1.0,2,1.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B,190048.2585299184,,,,,
3237,3.0,59.72490803040152,42.25816080654909,6.0,2,5.0,1967,0.0,B,B,47,11319,0,1145.0,3,5,B,220596.82122866067,1145.0,3.0,5.0,B,220596.82122866067
3238,2.0,44.42919119141922,27.27538078625289,5.0,8,9.0,1975,0.307466659,B,A,30,5048,9,325.0,2,5,B,211091.5802077689,,,,,
3239,1.0,40.4898419889715,23.17479377581022,7.0,5,15.0,2001,0.0,B,B,30,5562,0,,0,5,A,195089.17474542235,,,,,
3240,2.0,68.84107267266855,64.23495557204716,66.0,4,2.0,2014,0.017647053,B,B,2,469,0,,0,0,B,189244.2499086241,,,,,
3241,3.0,56.52249266662856,42.09424597758767,5.0,6,5.0,1963,0.460556389,B,B,20,4386,14,,1,5,B,244852.01373819308,,1.0,5.0,B,244852.01373819308
3242,2.0,48.056444392667295,28.51581786276197,6.0,7,9.0,1968,0.309479124,B,B,35,7715,4,990.0,0,6,B,215544.6891942117,990.0,0.0,6.0,B,215544.6891942117
3243,2.0,54.16712375862097,33.766476900873386,8.0,5,23.0,1987,0.049637257,B,B,34,7759,0,229.0,1,3,B,261095.83438261645,229.0,1.0,3.0,B,261095.83438261645
3244,2.0,45.25095327999151,23.17174651341234,6.0,10,14.0,1977,0.212515361,B,B,19,3293,16,628.0,3,7,B,89659.18778512819,,,,,
3245,3.0,62.18073636352068,41.189016297087534,8.0,12,14.0,1990,0.135649789,B,B,46,7960,6,350.0,3,11,B,339844.4616266244,350.0,3.0,11.0,B,339844.4616266244
3246,3.0,66.00462393577368,47.89989903829557,9.0,3,12.0,1970,0.307466659,B,A,30,5048,9,325.0,2,5,B,328458.6537600362,325.0,2.0,5.0,B,328458.6537600362
3247,3.0,91.28259959524765,50.81913417259965,11.0,19,25.0,1979,0.307466659,B,A,30,5048,9,325.0,2,5,B,182452.76475923427,,,,,
3248,2.0,40.07593970590375,28.59053783329217,5.0,5,5.0,1962,0.122090347,B,B,29,6566,7,1894.0,4,0,B,208049.0521463165,,,,,
3249,2.0,46.54169927038696,28.70177723710674,5.0,2,5.0,1967,0.069660344,B,B,31,6119,4,,1,2,B,180344.1641528418,,,,,
3250,1.0,44.16328320143844,21.20119022569524,10.0,16,23.0,2008,0.333891544,B,B,30,6564,1,,0,0,B,223150.0755529454,,0.0,0.0,B,223150.0755529454
3251,2.0,61.54135344167861,1.2422498749577735,1.0,20,22.0,2014,0.007122317,B,B,1,264,0,,0,1,B,206168.3192223629,,,,,
3252,2.0,48.19866998153324,35.60392715428972,5.0,2,5.0,1967,0.038692987,B,B,28,6533,1,1015.0,2,5,B,199395.98992073943,,,,,
3253,1.0,39.214368767688704,20.392428439928988,7.0,5,17.0,2004,0.092290642,B,B,21,4346,2,165.0,1,2,B,216276.17372467223,165.0,1.0,2.0,B,216276.17372467223
3254,3.0,77.89159562228994,,1.0,8,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B,180713.8306190472,,,,,
3255,1.0,41.70324698482423,,1.0,8,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B,166481.35088593382,,,,,
3256,2.0,67.95579571735325,,1.0,13,17.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B,197761.2169323458,,,,,
3257,2.0,40.392712614913016,24.56766016725133,7.0,4,9.0,1967,0.149666373,B,B,22,4789,2,4087.0,4,1,B,138132.42548075426,,,,,
3258,2.0,46.44179853883714,33.16399339035161,5.0,5,5.0,1966,0.000995363,B,B,42,7651,1,,1,5,B,182694.67607451728,,,,,
3259,1.0,49.99225751958418,20.27769519900572,11.0,6,30.0,2010,0.0,B,B,36,6714,2,2672.0,0,2,B,239534.79207111648,2672.0,0.0,2.0,B,239534.79207111648
3260,2.0,45.06876090513912,30.34246049322957,5.0,5,5.0,1971,0.0001696759999999,B,B,36,5992,0,,1,1,B,193813.06205520648,,,,,
3261,2.0,55.003569717860366,34.74584741760612,8.0,4,5.0,1960,0.0006991189999999,B,B,14,3369,24,4129.0,0,3,B,314128.578021193,4129.0,0.0,3.0,B,314128.578021193
3262,1.0,32.111638317714274,18.55007327353656,6.0,10,9.0,1972,0.428825818,B,B,25,5011,8,730.0,0,2,B,154268.3667326651,,,,,
3263,3.0,89.6929642467968,87.62381427680403,1.0,13,1.0,1977,0.072157581,B,B,2,629,1,,0,0,A,265978.8377804947,,0.0,0.0,A,265978.8377804947
3264,1.0,41.534094372509365,21.53678675863087,8.0,2,14.0,1993,0.161531741,B,B,25,5648,1,30.0,2,4,B,150805.57047751689,,,,,
3265,2.0,52.84021079979945,32.60964981825685,8.0,3,16.0,1983,0.041124634,B,B,46,9515,5,,1,10,B,222770.9814759745,,1.0,10.0,B,222770.9814759745
3266,1.0,40.87577902013176,,1.0,7,17.0,2016,0.007122317,B,B,1,264,0,,0,1,B,139431.90925012634,,,,,
3267,2.0,48.693338717279225,32.67657851019134,6.0,8,9.0,1968,0.1489038909999999,B,B,9,1952,1,1430.0,3,2,B,160835.76340494736,,,,,
3268,2.0,63.31319369078432,,1.0,17,17.0,1977,0.075778755,B,B,6,1437,3,,0,2,B,162005.09611344655,,,,,
3269,3.0,83.83706577687661,,1.0,25,25.0,1977,0.118537385,B,B,30,6207,1,1183.0,1,0,B,216365.9488965684,1183.0,1.0,0.0,B,216365.9488965684
3270,1.0,44.5539601060279,,0.0,3,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B,124458.195809811,,,,,
3271,2.0,70.86702251909094,,1.0,7,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B,234012.4652937173,,0.0,1.0,B,234012.4652937173
3272,2.0,56.932274930018366,30.901000320809487,10.0,7,16.0,1986,0.307466659,B,A,30,5048,9,325.0,2,5,B,228444.6987387857,325.0,2.0,5.0,B,228444.6987387857
3273,2.0,57.601493593996686,54.00441596292918,0.0,17,17.0,2017,0.069753361,B,B,53,13670,4,,1,11,B,279868.9240350992,,1.0,11.0,B,279868.9240350992
3274,2.0,64.84614158600054,34.609318885770755,12.0,5,17.0,2015,0.243204519,B,B,5,1564,0,540.0,0,0,B,191320.05068955445,,,,,
3275,2.0,43.01291239982049,,1.0,5,1.0,1977,0.072157581,B,B,2,629,1,,0,0,A,128704.6281039891,,,,,
3276,3.0,110.95979224728356,56.99676490132151,11.0,16,25.0,2012,0.000991363,B,B,33,6783,3,,1,9,B,394895.32598680095,,1.0,9.0,B,394895.32598680095
3277,2.0,62.17058514891807,36.27316984952685,8.0,8,8.0,1960,0.0,B,B,25,5027,4,46.0,1,1,B,396313.0288527176,46.0,1.0,1.0,B,396313.0288527176
3278,1.0,42.24501043678736,18.741346248086764,8.0,9,17.0,2009,0.161531741,B,B,25,5648,1,30.0,2,4,B,159671.4704382679,,,,,
3279,3.0,78.59064051794978,46.11614791988387,10.0,14,17.0,1987,0.041365446,B,B,31,5569,0,,1,4,B,340463.2996064004,,1.0,4.0,B,340463.2996064004
3280,3.0,81.80086543390603,,1.0,12,1.0,2014,0.212515361,B,B,19,3293,16,628.0,3,7,B,247858.85011068327,628.0,3.0,7.0,B,247858.85011068327
3281,1.0,42.34825271527125,,1.0,9,16.0,2015,0.089039719,B,B,33,7976,5,,0,11,B,209235.7374197212,,,,,
3282,1.0,50.56835888384758,,1.0,14,22.0,1977,0.195781053,B,B,23,5212,6,,3,2,B,265157.080198482,,3.0,2.0,B,265157.080198482
3283,3.0,59.89087113358174,47.74558424871404,6.0,4,9.0,1973,0.036122292,B,B,24,4378,0,1036.0,1,1,B,245985.05042502648,1036.0,1.0,1.0,B,245985.05042502648
